dim0,dim1,scale,magnitude,dir1_scale,dir2_scale,episode_rewards,episode_std_rewards,episode_stderr_rewards,episode_value_ests,episode_values,episode_td_err,episode_avg_len,episode_std_avg_len,step_rewards,step_value_ests,step_values,step_td_err,dim0,dim1
1.0,0.06666666666666667,15,1.0,1.0,1.0,486.8536585365854,71.20834255043776,11.120874733954363,50.11096369192778,44.301576174566044,6.1096876674194185,487.8536585365854,71.20834255043776,0.997950204979502,50.151360427578766,44.926079341400914,5.101571468228088,15.0,1.0
-0.8,0.9333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,48.98366828193665,45.000205119925695,5.23519357576789,500.0,0.0,0.998,48.983668281936644,45.000205119925695,5.23519357576789,-12.0,14.0
-0.5333333333333333,-0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.43179139423371,45.000205119925695,4.8866810746240805,500.0,0.0,0.998,49.431791394233706,45.000205119925695,4.8866810746240805,-8.0,-5.0
0.5333333333333333,0.13333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.228465931129456,45.000205119925695,5.044936697152685,500.0,0.0,0.998,50.228465931129456,45.000205119925695,5.044936697152685,8.0,2.0
-0.13333333333333333,0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.005143349647525,45.000205119925695,5.00065521330399,500.0,0.0,0.998,50.005143349647525,45.000205119925695,5.000655213303989,-2.0,1.0
0.8,0.13333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.23751458206177,45.000205119925695,5.04535905838028,500.0,0.0,0.998,50.23751458206177,45.000205119925695,5.04535905838028,12.0,2.0
-0.4,0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.01254621219635,45.000205119925695,5.001769123865624,500.0,0.0,0.998,50.01254621219635,45.000205119925695,5.001769123865624,-6.0,5.0
-0.06666666666666667,0.4,15,1.0,1.0,1.0,499.0,0.0,0.0,50.134650367736825,45.000205119925695,5.026042301265138,500.0,0.0,0.998,50.13465036773682,45.000205119925695,5.026042301265137,-1.0,6.0
-0.6666666666666666,0.8666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.245580521011355,45.000205119925695,5.031160481737322,500.0,0.0,0.998,49.245580521011355,45.000205119925695,5.031160481737323,-10.0,13.0
0.06666666666666667,-0.8,15,1.0,1.0,1.0,499.0,0.0,0.0,49.09042544975281,45.000205119925695,4.826762795958283,500.0,0.0,0.998,49.09042544975281,45.000205119925695,4.826762795958283,1.0,-12.0
-0.6,0.7333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.60035025062561,45.000205119925695,4.98039143351844,500.0,0.0,0.998,49.60035025062561,45.000205119925695,4.98039143351844,-9.0,11.0
-0.13333333333333333,0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.11477846393585,45.000205119925695,5.022899589984594,500.0,0.0,0.998,50.11477846393585,45.000205119925695,5.022899589984595,-2.0,5.0
-0.7333333333333333,-0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,48.93142140388488,45.000205119925695,4.7904763307445775,500.0,0.0,0.998,48.93142140388489,45.000205119925695,4.790476330744577,-11.0,-9.0
0.8,0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.263534169578556,45.000205119925695,5.053874037094415,500.0,0.0,0.998,50.263534169578556,45.000205119925695,5.053874037094414,12.0,5.0
-0.2,0.4666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.06586480770112,45.000205119925695,5.01279884845375,500.0,0.0,0.998,50.06586480770111,45.000205119925695,5.012798848453751,-3.0,7.0
0.0,0.5333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.09800542869568,45.000205119925695,5.019721639249961,500.0,0.0,0.998,50.09800542869568,45.000205119925695,5.019721639249961,0.0,8.0
1.0,-0.4666666666666667,15,1.0,1.0,1.0,498.1463414634146,5.466081666101212,0.8536585365853658,49.67672924522762,44.99103190304295,4.959380964879285,499.1463414634146,5.466081666101212,0.9979965795260201,49.67721103171454,44.99165943803616,4.959383427541647,15.0,-7.0
0.0,0.0,15,1.0,1.0,1.0,499.0,0.0,0.0,50.00347413215637,45.000205119925695,5.000350096889686,500.0,0.0,0.998,50.00347413215637,45.000205119925695,5.000350096889687,0.0,0.0
0.5333333333333333,-0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.09321488418579,45.000205119925695,5.017613672196101,500.0,0.0,0.998,50.09321488418579,45.000205119925695,5.017613672196102,8.0,-1.0
0.8,-0.9333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.01109706249237,45.000205119925695,4.899431410715394,500.0,0.0,0.998,49.01109706249237,45.000205119925695,4.899431410715394,12.0,-14.0
0.0,-0.4666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.51835747413635,45.000205119925695,4.9030877511191395,500.0,0.0,0.998,49.51835747413635,45.000205119925695,4.90308775111914,0.0,-7.0
0.6666666666666666,-0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.11257462959289,45.000205119925695,5.021642454752486,500.0,0.0,0.998,50.11257462959289,45.000205119925695,5.021642454752485,10.0,-1.0
0.26666666666666666,0.8666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.57412338409424,45.000205119925695,4.917576969739896,500.0,0.0,0.998,49.574123384094236,45.000205119925695,4.917576969739897,4.0,13.0
0.9333333333333333,0.26666666666666666,15,1.0,1.0,1.0,477.04761904761904,99.41927780400967,15.34072761597054,50.12765123851717,43.55333057596007,7.985266281747456,478.04761904761904,99.41927780400967,0.997908158183086,50.21806150661164,44.88909749647181,5.238396578232376,14.0,4.0
0.5333333333333333,-0.26666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,49.90456506538391,45.000205119925695,4.980087555847788,500.0,0.0,0.998,49.90456506538391,45.000205119925695,4.980087555847788,8.0,-4.0
0.8666666666666667,1.0,15,1.0,1.0,1.0,466.9767441860465,118.4045704499324,18.05652771446086,48.5024902950798,42.91584964258868,9.174667188234269,467.9767441860465,118.4045704499324,0.9978631416786762,48.76878129346514,44.830250821757524,5.356538295418972,13.0,15.0
-0.26666666666666666,0.5333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.99987119064331,45.000205119925695,4.999492336267632,500.0,0.0,0.998,49.99987119064331,45.000205119925695,4.9994923362676325,-4.0,8.0
0.6,-0.8666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.130402172279354,45.000205119925695,4.857086870753664,500.0,0.0,0.998,49.13040217227936,45.000205119925695,4.857086870753664,9.0,-13.0
0.2,-0.26666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,49.81762772502899,45.000205119925695,4.962924471456967,500.0,0.0,0.998,49.81762772502899,45.000205119925695,4.962924471456966,3.0,-4.0
-0.13333333333333333,0.4,15,1.0,1.0,1.0,499.0,0.0,0.0,50.10992795886993,45.000205119925695,5.021945222813084,500.0,0.0,0.998,50.10992795886993,45.000205119925695,5.021945222813085,-2.0,6.0
0.0,0.7333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.827599067306515,45.000205119925695,4.965652630650557,500.0,0.0,0.998,49.827599067306515,45.000205119925695,4.965652630650556,0.0,11.0
-0.8666666666666667,-0.8,15,1.0,1.0,1.0,499.0,0.0,0.0,48.47035642185212,45.000205119925695,4.726917355468787,500.0,0.0,0.998,48.47035642185211,45.000205119925695,4.726917355468787,-13.0,-12.0
0.2,0.13333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.157106600761416,45.000205119925695,5.030909643767878,500.0,0.0,0.998,50.157106600761416,45.000205119925695,5.030909643767879,3.0,2.0
-0.26666666666666666,-1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.6012463344574,45.000205119925695,4.735514087693863,500.0,0.0,0.998,48.6012463344574,45.000205119925695,4.735514087693863,-4.0,-15.0
-0.13333333333333333,-0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,49.29233019828796,45.000205119925695,4.859126490140464,500.0,0.0,0.998,49.292330198287964,45.000205119925695,4.859126490140464,-2.0,-9.0
0.4,-0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.801735597610474,45.000205119925695,4.959507231855701,500.0,0.0,0.998,49.801735597610474,45.000205119925695,4.959507231855702,6.0,-5.0
-0.26666666666666666,0.4,15,1.0,1.0,1.0,499.0,0.0,0.0,50.062193113708496,45.000205119925695,5.011929342003074,500.0,0.0,0.998,50.062193113708496,45.000205119925695,5.011929342003075,-4.0,6.0
0.4,-0.13333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.006643777084356,45.000205119925695,5.000532438041222,500.0,0.0,0.998,50.00664377708435,45.000205119925695,5.000532438041223,6.0,-2.0
0.4,0.8666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.58438440589905,45.000205119925695,4.925219744315686,500.0,0.0,0.998,49.58438440589905,45.000205119925695,4.925219744315685,6.0,13.0
0.4666666666666667,0.13333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.218444829177855,45.000205119925695,5.043087860307944,500.0,0.0,0.998,50.218444829177855,45.000205119925695,5.043087860307945,7.0,2.0
-0.5333333333333333,-0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.7245792066574,45.000205119925695,4.944719415059083,500.0,0.0,0.998,49.72457920665741,45.000205119925695,4.944719415059082,-8.0,-1.0
0.6666666666666666,0.4,15,1.0,1.0,1.0,499.0,0.0,0.0,50.26866702823639,45.000205119925695,5.052668976003194,500.0,0.0,0.998,50.268667028236386,45.000205119925695,5.052668976003195,10.0,6.0
-0.6666666666666666,-0.7333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,48.77743726119995,45.000205119925695,4.760042342000856,500.0,0.0,0.998,48.77743726119995,45.000205119925695,4.760042342000856,-10.0,-11.0
0.06666666666666667,0.26666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,50.171643944740296,45.000205119925695,5.034549654066786,500.0,0.0,0.998,50.171643944740296,45.000205119925695,5.034549654066786,1.0,4.0
-0.7333333333333333,0.4666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.848718376922605,45.000205119925695,4.985604309017087,500.0,0.0,0.998,49.848718376922605,45.000205119925695,4.985604309017088,-11.0,7.0
0.8666666666666667,-0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,50.00454542560577,45.000205119925695,5.002525673442121,500.0,0.0,0.998,50.00454542560578,45.000205119925695,5.002525673442121,13.0,-3.0
0.3333333333333333,0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.15142476787567,45.000205119925695,5.029830632517873,500.0,0.0,0.998,50.151424767875675,45.000205119925695,5.029830632517872,5.0,1.0
0.13333333333333333,0.8666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.53886596870423,45.000205119925695,4.909966218719096,500.0,0.0,0.998,49.53886596870422,45.000205119925695,4.909966218719096,2.0,13.0
0.8,-0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,50.00452862510681,45.000205119925695,5.0008843465313415,500.0,0.0,0.998,50.004528625106815,45.000205119925695,5.0008843465313415,12.0,-3.0
0.7333333333333333,-1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.89140643119812,45.000205119925695,4.898810304340846,500.0,0.0,0.998,48.89140643119812,45.000205119925695,4.898810304340846,11.0,-15.0
0.6666666666666666,-0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,49.53225258350373,45.000205119925695,4.911674391977882,500.0,0.0,0.998,49.53225258350372,45.000205119925695,4.911674391977882,10.0,-9.0
0.2,0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,50.09078258228302,45.000205119925695,5.019071519745936,500.0,0.0,0.998,50.09078258228302,45.000205119925695,5.019071519745936,3.0,9.0
1.0,-0.7333333333333333,15,1.0,1.0,1.0,477.3809523809524,82.66239077023684,12.75508381172305,49.12924426478975,44.28239804973181,5.593589334846795,478.3809523809524,82.66239077023684,0.9979096157674696,49.227552850242155,44.80146205642291,5.182372891566198,15.0,-11.0
0.4666666666666667,-1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.882422149658204,45.000205119925695,4.824136460883873,500.0,0.0,0.998,48.882422149658204,45.000205119925695,4.824136460883872,7.0,-15.0
0.0,-0.8,15,1.0,1.0,1.0,499.0,0.0,0.0,49.06476784706116,45.000205119925695,4.816568952983324,500.0,0.0,0.998,49.064767847061155,45.000205119925695,4.816568952983324,0.0,-12.0
0.9333333333333333,-0.4,15,1.0,1.0,1.0,499.0,0.0,0.0,49.78840025920867,45.000205119925695,4.965132773281284,500.0,0.0,0.998,49.78840025920868,45.000205119925695,4.965132773281283,14.0,-6.0
1.0,0.4,15,1.0,1.0,1.0,488.4146341463415,67.77941265965502,10.585365853658535,50.068045644338625,44.441797663523175,5.462949048981287,489.4146341463415,67.77941265965502,0.9979567427489285,50.13095095358899,44.924901094358816,5.108881887884855,15.0,6.0
-0.26666666666666666,-0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,49.23028131828308,45.000205119925695,4.844999102322108,500.0,0.0,0.998,49.23028131828308,45.000205119925695,4.844999102322107,-4.0,-9.0
-0.5333333333333333,0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,49.83267750854492,45.000205119925695,4.974681538209533,500.0,0.0,0.998,49.83267750854492,45.000205119925695,4.974681538209534,-8.0,9.0
-0.4666666666666667,-0.7333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,48.924411051177984,45.000205119925695,4.786693521704419,500.0,0.0,0.998,48.92441105117798,45.000205119925695,4.786693521704419,-7.0,-11.0
-0.3333333333333333,-1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.56143097953796,45.000205119925695,4.736397186914047,500.0,0.0,0.998,48.56143097953797,45.000205119925695,4.736397186914047,-5.0,-15.0
-0.6,1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.79862672481537,45.000205119925695,5.082212188854901,500.0,0.0,0.998,48.79862672481537,45.000205119925695,5.0822121888549,-9.0,15.0
0.8,1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.88662781047821,45.000205119925695,4.975228954900871,500.0,0.0,0.998,48.88662781047821,45.000205119925695,4.975228954900871,12.0,15.0
0.2,-0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,49.88753609638214,45.000205119925695,4.977001905876176,500.0,0.0,0.998,49.88753609638214,45.000205119925695,4.977001905876176,3.0,-3.0
0.6,-0.6666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,49.43082281036377,45.000205119925695,4.889670527223247,500.0,0.0,0.998,49.43082281036377,45.000205119925695,4.889670527223247,9.0,-10.0
-0.6666666666666666,-0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.65178119106292,45.000205119925695,4.930955075600726,500.0,0.0,0.998,49.65178119106293,45.000205119925695,4.930955075600726,-10.0,-1.0
0.7333333333333333,0.4666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.22615368614197,45.000205119925695,5.043960220684274,500.0,0.0,0.998,50.22615368614197,45.000205119925695,5.043960220684274,11.0,7.0
0.4666666666666667,0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.27294903736115,45.000205119925695,5.054115857308185,500.0,0.0,0.998,50.272949037361144,45.000205119925695,5.054115857308185,7.0,5.0
0.3333333333333333,-1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.853187651443484,45.000205119925695,4.814007287884389,500.0,0.0,0.998,48.853187651443484,45.000205119925695,4.8140072878843885,5.0,-15.0
1.0,0.26666666666666666,15,1.0,1.0,1.0,488.4146341463415,67.77941265965502,10.585365853658535,50.130326511391516,44.441797663523175,5.483729878912521,489.4146341463415,67.77941265965502,0.9979567427489285,50.18154127424573,44.924901094358816,5.111714921088548,15.0,4.0
-0.26666666666666666,-0.6666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,49.138188635253904,45.000205119925695,4.829059257167449,500.0,0.0,0.998,49.138188635253904,45.000205119925695,4.82905925716745,-4.0,-10.0
-0.6666666666666666,-0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,49.512818564605716,45.000205119925695,4.900359430942198,500.0,0.0,0.998,49.512818564605716,45.000205119925695,4.900359430942198,-10.0,-3.0
0.13333333333333333,-0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,49.86608673648834,45.000205119925695,4.972694742901519,500.0,0.0,0.998,49.86608673648834,45.000205119925695,4.97269474290152,2.0,-3.0
0.4666666666666667,0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,50.248187501144415,45.000205119925695,5.049008665363927,500.0,0.0,0.998,50.24818750114441,45.000205119925695,5.049008665363927,7.0,3.0
0.26666666666666666,-0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.76490297851562,45.000205119925695,4.952296304600531,500.0,0.0,0.998,49.76490297851562,45.000205119925695,4.95229630460053,4.0,-5.0
0.26666666666666666,0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.13453884620667,45.000205119925695,5.026467583743612,500.0,0.0,0.998,50.13453884620667,45.000205119925695,5.026467583743612,4.0,1.0
-0.3333333333333333,-0.6666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,49.103049257087704,45.000205119925695,4.821394797331639,500.0,0.0,0.998,49.103049257087704,45.000205119925695,4.821394797331639,-5.0,-10.0
0.5333333333333333,0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,50.12976629943847,45.000205119925695,5.027243117549499,500.0,0.0,0.998,50.12976629943848,45.000205119925695,5.0272431175494985,8.0,9.0
0.06666666666666667,0.5333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,50.115912993049626,45.000205119925695,5.02392131797742,500.0,0.0,0.998,50.11591299304962,45.000205119925695,5.023921317977419,1.0,8.0
0.8666666666666667,0.26666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,50.24991919689178,45.000205119925695,5.052513087212121,500.0,0.0,0.998,50.24991919689178,45.000205119925695,5.052513087212121,13.0,4.0
1.0,-0.26666666666666666,15,1.0,1.0,1.0,491.9512195121951,45.134217185807145,7.048780487804877,49.90003689075594,44.83723722838737,5.173677826663501,492.9512195121951,45.134217185807145,0.997971401711939,49.90975198344176,44.930449282525366,5.071396190566867,15.0,-4.0
-0.9333333333333333,0.9333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,48.93438781585693,45.000205119925695,5.416114041398556,500.0,0.0,0.998,48.93438781585694,45.000205119925695,5.416114041398557,-14.0,14.0
0.0,-0.9333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,48.85380660285949,45.000205119925695,4.785416662633423,500.0,0.0,0.998,48.8538066028595,45.000205119925695,4.785416662633423,0.0,-14.0
0.0,0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,50.0333458990097,45.000205119925695,5.00734515046314,500.0,0.0,0.998,50.0333458990097,45.000205119925695,5.007345150463139,0.0,9.0
0.26666666666666666,0.4666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.2108851688385,45.000205119925695,5.043537048838229,500.0,0.0,0.998,50.2108851688385,45.000205119925695,5.043537048838228,4.0,7.0
0.9333333333333333,0.0,15,1.0,1.0,1.0,499.0,0.0,0.0,50.151842549705506,45.000205119925695,5.033241710082284,500.0,0.0,0.998,50.151842549705506,45.000205119925695,5.033241710082284,14.0,0.0
-0.3333333333333333,-0.7333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.00543262100219,45.000205119925695,4.804077694732871,500.0,0.0,0.998,49.0054326210022,45.000205119925695,4.804077694732871,-5.0,-11.0
0.0,-0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,49.82055939598084,45.000205119925695,4.963299736888251,500.0,0.0,0.998,49.82055939598084,45.000205119925695,4.963299736888251,0.0,-3.0
0.6666666666666666,0.9333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.28581369552612,45.000205119925695,4.909816784394406,500.0,0.0,0.998,49.28581369552612,45.000205119925695,4.9098167843944065,10.0,14.0
0.5333333333333333,-1.0,15,1.0,1.0,1.0,499.0,0.0,0.0,48.89317544670105,45.000205119925695,4.846262094348022,500.0,0.0,0.998,48.89317544670105,45.000205119925695,4.846262094348021,8.0,-15.0
-0.4,-0.06666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,49.78797087917327,45.000205119925695,4.956765600076423,500.0,0.0,0.998,49.78797087917328,45.000205119925695,4.956765600076423,-6.0,-1.0
0.5333333333333333,-0.3333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.83278483734131,45.000205119925695,4.9657637951849924,500.0,0.0,0.998,49.83278483734131,45.000205119925695,4.965763795184992,8.0,-5.0
-1.0,0.26666666666666666,15,1.0,1.0,1.0,499.0,0.0,0.0,49.70080148773194,45.000205119925695,4.9892481451698325,500.0,0.0,0.998,49.70080148773194,45.000205119925695,4.9892481451698325,-15.0,4.0
-0.13333333333333333,0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,50.08085295276642,45.000205119925695,5.015950963328372,500.0,0.0,0.998,50.08085295276642,45.000205119925695,5.015950963328373,-2.0,3.0
0.2,0.2,15,1.0,1.0,1.0,499.0,0.0,0.0,50.18920285511017,45.000205119925695,5.037506289567297,500.0,0.0,0.998,50.18920285511017,45.000205119925695,5.037506289567296,3.0,3.0
0.6666666666666666,0.4666666666666667,15,1.0,1.0,1.0,499.0,0.0,0.0,50.23769888076782,45.000205119925695,5.048548950622209,500.0,0.0,0.998,50.23769888076782,45.000205119925695,5.048548950622208,10.0,7.0
-0.06666666666666667,-0.6,15,1.0,1.0,1.0,499.0,0.0,0.0,49.3207376903534,45.000205119925695,4.863670163851833,500.0,0.0,0.998,49.3207376903534,45.000205119925695,4.863670163851833,-1.0,-9.0
-0.2,0.9333333333333333,15,1.0,1.0,1.0,499.0,0.0,0.0,49.208276838874816,45.000205119925695,4.883774129070449,500.0,0.0,0.998,49.208276838874816,45.000205119925695,4.883774129070449,-3.0,14.0
0.06666666666666667,-0.4,15,1.0,1.0,1.0,499.0,0.0,0.0,49.62280365486145,45.000205119925695,4.924093860569675,500.0,0.0,0.998,49.62280365486145,45.000205119925695,4.924093860569675,1.0,-6.0
